name,id,postcode,lat,lon
Elephant and slowworm,556548,PH9 0NG,56.656071000000000,-3.667333000000000
racer and Old World warbler,560190,PH15 2HY,56.579501069101700,-4.003144657775080
massasauga and agamid,560262,PH15 2NT,56.594889000000000,-3.981009000000000
Black cockatoo and Kākāriki,556544,PH9 0NB,56.673618185919400,-3.683417127983130
giant tortoise and tortoise,556551,PH9 0NN,56.641556511760400,-3.648688781006120
racer and perentie,559836,PH16 5BY,56.702485435759800,-3.730783758321390
python and turtle,559994,PH16 5JJ,56.718159455521200,-3.724036188501610
Tree warbler and turtle,556550,PH9 0NL,56.646684000000000,-3.661732000000000
flying lizard and monitor,560141,PH15 2DL,56.617356851472700,-3.861566192905360
Condor and python,560146,PH15 2DW,56.618045423469200,-3.863588426720600
Hawaiian honeycreeper and krait,1802584,PH15 2HZ,56.584099493400000,-4.000084000000000
Coati and copperhead,560025,PH15 2AN,56.621897748518800,-3.865393000000000
Puffleg and Recurvebill,560032,PH15 2AW,56.622055581298900,-3.867013407955150
Night heron and Fox,559980,PH16 5HS,56.703505966830200,-3.725227961602190
Scimitar babbler and glass snake,560178,PH15 2HH,56.584902212914500,-3.998642916583840
leguaan and cycling lizard,559981,PH16 5HT,56.703093971110200,-3.725780796854340
smooth snake and Grackle,556538,PH9 0LQ,56.648135594693800,-3.665416520201870
Magpie and galliwasp,559963,PH16 5FE,56.703742699640400,-3.737930627313770
Grosbeak and Mamo,556534,PH9 0LH,56.650261314195500,-3.685719675104030
